site,occ.1,occ.2,occ.3,occ.4,occ.5,occ.6,occ.7,occ.8,occ.9,occ.10,occ.11,occ.12,occ.13,dur.1,dur.2,dur.3,dur.4,dur.5,dur.6,dur.7,dur.8,dur.9,dur.10,dur.11,dur.12,dur.13,time.1,time.2,time.3,time.4,time.5,time.6,time.7,time.8,time.9,time.10,time.11,time.12,time.13,nobs.1,nobs.2,nobs.3,nobs.4,nobs.5,nobs.6,nobs.7,nobs.8,nobs.9,nobs.10,nobs.11,nobs.12,nobs.13,distRoad,jday.1,jday.2,jday.3,jday.4,jday.5,jday.6,jday.7,jday.8,jday.9,jday.10,jday.11,jday.12,jday.13,year.1,year.2,year.3,year.4,year.5,year.6,year.7,year.8,year.9,year.10,year.11,year.12,year.13,temp,precp,barren,crop,decBroad,mixed,evBroad,herb,shrub,elev,tpi,X,Y,species,resolution
617,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,15,NA,NA,NA,50,NA,2,NA,NA,11,16,NA,NA,12,NA,NA,NA,11,NA,17,NA,NA,9,22,NA,NA,1,NA,NA,NA,2,NA,2,NA,NA,1,1,3.774436712,NA,NA,353,NA,NA,NA,332,NA,37,NA,NA,27,261,NA,NA,3,NA,NA,NA,7,NA,9,NA,NA,12,13,15.8968811,6.905187607,8.280637741,29.83385086,0.212331042,5.848036289,1.127718687,26.03814125,28.60608864,251.2723083,0.659991741,-1015.739558,-229.989323,RufousTailedHawk,15
618,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,30,NA,10,NA,2,3,120,120,180,45,24,NA,NA,11,NA,11,NA,9,15,11,14,19,12,14,NA,NA,1,NA,3,NA,1,1,1,1,2,1,1,2.303654909,NA,NA,353,NA,271,NA,5,44,338,4,291,34,253,NA,NA,3,NA,5,NA,7,8,9,10,11,12,13,16.57889938,8.215150833,3.226516008,54.75517273,1.245685101,2.9976964,1.595619798,11.20680523,19.99757576,191.4745483,0.261643022,-1000.739558,-229.989323,RufousTailedHawk,15
619,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,60,270,90,90,NA,NA,60,111,15,63,55,1,NA,14,7,16,15,NA,NA,10,8,19,13,10,11,NA,2,2,1,4,NA,NA,1,1,1,2,1,1,3.66987133,NA,260,350,304,257,NA,NA,294,262,278,285,269,309,NA,2,3,4,5,NA,NA,8,9,10,11,12,13,16.17892265,7.828155994,3.313990831,44.60918045,2.420330524,4.23812151,3.140011549,15.12750149,25.49192238,334.9901428,-1.553563952,-985.7395576,-229.989323,RufousTailedHawk,15
620,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,60,60,40,15,30,268,180,30,6,3,5,6,NA,18,7,0,16,9,13,11,15,18,7,10,14,NA,2,1,2,4,1,2,2,2,2,1,1,1,2.0119524,NA,310,353,6,46,340,262,261,356,299,320,256,247,NA,2,3,4,5,6,7,8,9,10,11,12,13,16.22175217,7.348332405,2.487047672,53.17751312,1.842629433,3.216580153,1.255522728,9.880106926,24.21878624,381.2431946,-0.33179605,-970.7395576,-229.989323,RufousTailedHawk,15
621,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,30,NA,NA,5,240,83,60,64,69,9,NA,NA,NA,12,NA,NA,13,10,10,10,16,15,14,NA,NA,NA,1,NA,NA,1,1,1,1,1,2,1,2.002874851,NA,NA,NA,253,NA,NA,22,284,282,293,291,317,313,NA,NA,NA,4,NA,NA,7,8,9,10,11,12,13,15.71267509,11.56073093,6.313510418,40.31974792,1.468431234,3.714306116,0.486682445,12.43231869,30.8668766,530.4519043,-0.176064447,-955.7395576,-229.989323,RufousTailedHawk,15
622,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,60,NA,NA,NA,30,1,111,60,3,15,43,NA,NA,0,NA,NA,NA,15,13,16,14,13,12,10,NA,NA,2,NA,NA,NA,1,2,1,1,1,1,1,6.608687401,NA,NA,273,NA,NA,NA,318,251,287,306,246,58,281,NA,NA,3,NA,NA,NA,7,8,9,10,11,12,13,14.54803562,14.70070839,3.520378351,36.46464157,1.191208720,6.831339836,3.919033051,13.17229271,32.87273407,855.7837524,-0.288352191,-940.7395576,-229.989323,RufousTailedHawk,15
623,0,0,0,0,0,0,0,0,0,0,0,0,0,60,120,250,120,15,15,35,15,55,248,4,152,167,22,7,8,12,10,9,8,14,6,13,6,6,10,2,3,2,2,4,2,1,1,1,4,1,1,1,7.049734116,23,325,245,250,270,352,21,305,307,279,298,246,266,1,2,3,4,5,6,7,8,9,10,11,12,13,11.19376564,16.96212196,10.32612038,4.636936665,0.007768000,10.62273121,3.409465551,12.68979549,57.3361969,1662.9104,-0.760113835,-925.7395576,-229.989323,RufousTailedHawk,15
624,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,90,90,20,48,10,50,90,10,98,17,39,NA,10,16,20,7,7,7,7,15,8,16,12,8,NA,2,2,2,3,1,1,1,4,1,1,1,6,3.653687477,NA,53,360,316,313,315,315,310,303,291,252,275,293,NA,2,3,4,5,6,7,8,9,10,11,12,13,7.207598209,19.28100204,32.67286682,2.466817141,0.000000000,11.192276,0.246763751,9.179507256,43.43038559,2355.380371,3.796296597,-910.7395576,-229.989323,RufousTailedHawk,15
625,0,0,0,0,0,0,0,0,0,0,0,0,0,220,10,120,120,120,16,60,240,20,180,20,13,6,9,12,10,8,10,15,8,9,19,10,15,18,9,4,2,3,3,5,1,4,3,7,2,1,1,6,9.305687904,53,53,340,300,349,315,22,292,46,334,276,262,293,1,2,3,4,5,6,7,8,9,10,11,12,13,3.164614677,23.49003983,64.54206085,0.06224585,0.000000000,2.00391078,0.037138294,2.739201546,30.30937576,2937.050781,4.703342438,-895.7395576,-229.989323,RufousTailedHawk,15
626,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,180,180,180,240,180,3,108,90,44,40,81,40,NA,12,11,14,9,8,14,12,11,14,11,13,10,NA,2,2,1,1,2,1,2,1,1,1,2,6,5.117369652,NA,246,337,285,268,327,5,302,288,283,254,282,266,NA,2,3,4,5,6,7,8,9,10,11,12,13,16.58016205,7.069406033,6.292068005,19.3107605,1.010116816,4.542455196,0.687867641,14.31837559,31.06435776,23.21271324,-0.230056405,-1045.739558,-244.989323,RufousTailedHawk,15
627,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,120,NA,135,120,205,60,120,40,90,56,NA,NA,NA,15,NA,16,14,13,18,10,11,12,12,NA,NA,NA,1,NA,2,2,5,2,1,1,1,1,2.121199131,NA,NA,NA,341,NA,254,296,295,363,251,315,324,310,NA,NA,NA,4,NA,6,7,8,9,10,11,12,13,16.18232918,6.522494316,5.146132469,34.88166046,3.874739885,5.873073101,0.685943842,23.2140274,25.11209488,154.5426941,0.227608025,-1030.739558,-244.989323,RufousTailedHawk,15
628,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,45,NA,NA,18,NA,19,18,72,NA,NA,NA,NA,NA,17,NA,NA,11,NA,18,13,18,NA,NA,NA,NA,NA,4,NA,NA,3,NA,1,2,1,6.000254154,NA,NA,NA,NA,NA,290,NA,NA,279,NA,291,265,295,NA,NA,NA,NA,NA,6,NA,NA,9,NA,11,12,13,16.56273651,6.158082485,7.594885349,26.55092812,0.374674559,4.670525551,0.396422535,29.97934532,30.26772499,165.6962738,-1.316114187,-1015.739558,-244.989323,RufousTailedHawk,15
629,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,95,120,27,NA,60,16,5,30,10,5,NA,NA,NA,18,18,8,NA,10,12,12,14,9,12,NA,NA,NA,3,1,1,NA,2,1,1,1,2,1,2.472918749,NA,NA,NA,47,4,290,NA,301,345,266,256,265,319,NA,NA,NA,4,5,6,NA,8,9,10,11,12,13,16.59576797,7.340022564,1.926185727,48.51790619,0.671794593,4.018844128,3.031955719,17.25445747,24.34417343,227.5301361,0.028226243,-1000.739558,-244.989323,RufousTailedHawk,15
630,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,120,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,17,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,3.227087021,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,322,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,12,NA,15.39099598,9.472774506,1.301920414,32.56692123,0.639559150,8.771323204,7.873583794,19.47857285,28.36833191,537.1400757,-2.780364752,-985.7395576,-244.989323,RufousTailedHawk,15
631,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,135,30,60,60,60,40,28,20,199,240,132,94,NA,9,8,16,15,12,15,9,16,10,17,11,7,NA,2,1,1,1,2,1,1,1,1,4,1,2,2.927882433,NA,260,55,345,261,337,361,265,307,284,263,352,313,NA,2,3,4,5,6,7,8,9,10,11,12,13,16.07696533,8.459884644,1.784272671,42.82920837,0.680178046,7.215841293,6.487733841,11.1212635,24.30403709,513.444519,-0.131337121,-970.7395576,-244.989323,RufousTailedHawk,15
632,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,30,20,NA,NA,180,1,20,30,12,60,45,45,NA,15,11,NA,NA,13,12,16,10,9,9,19,21,NA,1,4,NA,NA,2,2,1,1,1,4,1,1,1.737391353,NA,270,281,NA,NA,16,14,254,261,285,250,274,353,NA,2,3,NA,NA,6,7,8,9,10,11,12,13,16.99755669,7.905472279,0.893836737,61.99827957,1.880135059,1.507629991,1.119935513,7.274364471,22.03705406,415.6296997,-1.65559113,-955.7395576,-244.989323,RufousTailedHawk,15
633,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,120,45,60,9,12,15,20,NA,NA,NA,NA,NA,NA,12,13,1,17,7,7,18,NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,1,5.585589886,NA,NA,NA,NA,NA,NA,259,346,339,280,366,356,357,NA,NA,NA,NA,NA,NA,7,8,9,10,11,12,13,13.97330379,13.86112499,4.355297089,26.65512085,0.979744375,10.8164072,5.386179447,14.28034973,36.15731812,1050.334473,-1.343979239,-940.7395576,-244.989323,RufousTailedHawk,15
635,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,30,23,NA,45,60,1,30,80,60,5,85,25,NA,9,8,NA,14,14,9,17,17,7,11,14,10,NA,3,1,NA,1,2,1,2,3,2,1,1,1,3.938328028,NA,20,267,NA,306,282,314,344,287,342,320,262,283,NA,2,3,NA,5,6,7,8,9,10,11,12,13,6.321285725,19.77812958,45.61514282,2.103214502,0.000000000,8.824749947,0,4.05760479,39.2337265,2428.14502,-2.576444864,-910.7395576,-244.989323,RufousTailedHawk,15
636,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,300,30,120,60,236,19,30,4,20,45,10,160,NA,9,11,10,11,10,10,10,9,17,17,20,8,NA,4,3,1,10,2,1,1,2,1,1,1,1,9.305687904,NA,10,34,341,316,351,315,354,301,320,352,15,342,NA,2,3,4,5,6,7,8,9,10,11,12,13,3.164614677,23.49003983,64.54206085,0.06224585,0.000000000,2.00391078,0.037138294,2.739201546,30.30937576,2937.050781,4.703342438,-895.7395576,-244.989323,RufousTailedHawk,15
638,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,120,30,80,130,54,120,7,2,30,NA,NA,NA,NA,15,17,16,12,13,11,15,16,6,NA,NA,NA,NA,2,2,1,2,1,1,1,1,1,4.23383379,NA,NA,NA,NA,32,261,305,252,262,259,283,329,306,NA,NA,NA,NA,5,6,7,8,9,10,11,12,13,16.45667076,7.987781048,2.876203537,33.05971527,2.382447720,6.317794323,0.709069431,18.90966034,23.12620544,63.22299957,-0.26710397,-1045.739558,-259.989323,RufousTailedHawk,15
639,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,4.759800434,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,NA,NA,16.19562531,7.291982651,1.513066649,32.7080574,1.623722315,6.342047691,1.141366601,30.63131905,26.02134323,189.2034454,-0.05075242,-1030.739558,-259.989323,RufousTailedHawk,15
640,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,10,NA,NA,NA,NA,NA,NA,NA,30,44,74,2,NA,13,NA,NA,NA,NA,NA,NA,NA,13,17,15,19,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1.891476274,NA,276,NA,NA,NA,NA,NA,NA,NA,59,307,255,266,NA,2,NA,NA,NA,NA,NA,NA,NA,10,11,12,13,16.4992466,5.497671127,3.777349234,28.40283775,0.197785661,4.699224949,0.714169264,32.84463501,29.06279564,200.070282,-0.440062106,-1015.739558,-259.989323,RufousTailedHawk,15
641,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,11,25,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,17,11,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,2.691741705,NA,NA,NA,NA,NA,290,NA,NA,NA,NA,296,273,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,11,12,NA,15.99595261,7.557557106,2.467513084,32.01125336,0.833290577,11.7197113,6.91174984,17.77545166,27.78030586,356.589386,2.300568342,-1000.739558,-259.989323,RufousTailedHawk,15
642,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,90,NA,NA,NA,NA,NA,NA,66,11,5,15,NA,NA,22,NA,NA,NA,NA,NA,NA,19,8,8,21,NA,NA,6,NA,NA,NA,NA,NA,NA,2,1,1,1,6.8474226,NA,NA,33,NA,NA,NA,NA,NA,NA,348,358,362,323,NA,NA,3,NA,NA,NA,NA,NA,NA,10,11,12,13,14.35418701,11.05672741,1.164756536,22.58164406,1.338066936,11.83539581,15.91093445,15.15101051,30.47702408,776.3310547,2.442471981,-985.7395576,-259.989323,RufousTailedHawk,15
643,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,90,45,5,NA,103,30,NA,19,NA,NA,NA,NA,NA,18,16,12,NA,11,8,NA,14,NA,NA,NA,NA,NA,4,1,1,NA,1,1,NA,2,7.970963478,NA,NA,NA,NA,NA,353,361,250,NA,281,323,NA,288,NA,NA,NA,NA,NA,6,7,8,NA,10,11,NA,13,12.42112827,14.44949245,2.042696238,21.53946877,1.105536699,11.09206581,8.497724533,22.21184349,30.61462212,1236.97168,5.766050816,-970.7395576,-259.989323,RufousTailedHawk,15
644,NA,NA,NA,NA,NA,0,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,45,NA,10,2,5,3,NA,120,NA,NA,NA,NA,NA,11,NA,18,20,9,9,NA,9,NA,NA,NA,NA,NA,2,NA,5,1,2,1,NA,1,5.062220097,NA,NA,NA,NA,NA,256,NA,253,56,363,22,NA,246,NA,NA,NA,NA,NA,6,NA,8,9,10,11,NA,13,15.21631241,12.72687435,2.850165606,34.55756378,1.430190802,8.525679588,6.899523258,17.46533966,25.89076996,843.3136597,2.052680731,-955.7395576,-259.989323,RufousTailedHawk,15
645,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,120,60,NA,NA,NA,NA,68,53,30,16,2,6,34,9,10,NA,NA,NA,NA,15,16,8,10,18,16,15,1,2,NA,NA,NA,NA,3,1,1,1,2,1,1,4.657961845,324,7,NA,NA,NA,NA,6,2,280,48,289,45,260,1,2,NA,NA,NA,NA,7,8,9,10,11,12,13,14.30315399,15.0539217,3.851696491,27.67471123,0.942712903,9.547492027,8.056432724,13.78394794,35.73091125,1055.646484,0.005472236,-940.7395576,-259.989323,RufousTailedHawk,15
646,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5.656884193,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2.497701168,23.07064629,61.29277039,0.02279152,0.000000000,3.148710489,0,1.657176256,32.31872177,3008.657715,0.672511041,-925.7395576,-259.989323,RufousTailedHawk,15
650,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,120,210,120,NA,60,50,15,90,90,161,4,NA,NA,10,12,11,NA,13,13,15,14,7,11,11,NA,NA,1,3,2,NA,2,2,2,3,1,1,1,1.955426455,NA,NA,301,307,39,NA,299,253,244,244,328,362,277,NA,NA,3,4,5,NA,7,8,9,10,11,12,13,15.72299957,9.332134247,3.043218613,33.20238495,2.765583038,6.790854454,5.301623821,25.38931656,22.48966789,196.7438202,0.008595332,-1060.739558,-274.989323,RufousTailedHawk,15
651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1.955426455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,15.72299957,9.332134247,3.043218613,33.20238495,2.765583038,6.790854454,5.301623821,25.38931656,22.48966789,196.7438202,0.008595332,-1045.739558,-274.989323,RufousTailedHawk,15
652,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,20,NA,120,25,30,13,9,30,13,20,15,55,NA,16,NA,17,10,19,11,15,17,17,14,13,20,NA,1,NA,1,3,1,1,2,2,1,1,1,1,2.969064713,NA,35,NA,305,271,340,306,251,303,334,325,339,48,NA,2,NA,4,5,6,7,8,9,10,11,12,13,15.94968891,8.406575203,1.875523329,24.15510559,0.325761020,5.18330431,1.519292116,35.33163071,30.53866196,231.6353302,0.028686715,-1030.739558,-274.989323,RufousTailedHawk,15
653,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,240,NA,10,NA,NA,19,40,60,NA,NA,NA,NA,NA,12,NA,14,NA,NA,11,15,8,NA,NA,NA,NA,NA,2,NA,1,NA,NA,1,1,1,3.94341898,NA,NA,NA,NA,NA,276,NA,325,NA,NA,317,295,327,NA,NA,NA,NA,NA,6,NA,8,NA,NA,11,12,13,16.1627903,7.409974575,4.924639225,29.05079079,0.791319609,3.490830421,1.213389754,31.57708359,28.58118439,246.0375366,0.419174612,-1015.739558,-274.989323,RufousTailedHawk,15
654,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,5,6,60,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,19,10,17,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,1,2,2.048176527,NA,NA,NA,NA,NA,290,NA,NA,NA,NA,309,322,43,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,11,12,13,16.27528954,7.13377142,1.95495069,42.42539978,1.771337271,8.083865166,5.666357517,18.28783798,21.29998207,282.9960327,-2.715357065,-1000.739558,-274.989323,RufousTailedHawk,15
655,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,30,7,23,33,45,NA,NA,NA,NA,NA,NA,NA,NA,15,12,19,14,18,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,2.482474089,NA,NA,NA,NA,NA,NA,NA,NA,269,288,310,295,317,NA,NA,NA,NA,NA,NA,NA,NA,9,10,11,12,13,16.14984322,8.51922226,2.598297358,24.96491241,0.406049013,7.714980602,8.371916771,20.76931572,30.50187683,434.2073364,-5.455403805,-985.7395576,-274.989323,RufousTailedHawk,15
656,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,110,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,20,NA,12,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,14,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,10.10283947,NA,288,NA,NA,NA,256,NA,NA,NA,NA,NA,NA,313,NA,2,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,13,13.90780544,14.40408325,0.892726719,28.60775757,1.153167248,6.861344337,12.78522968,18.89339066,27.29413795,976.3461304,-0.733597636,-970.7395576,-274.989323,RufousTailedHawk,15
657,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,180,10,NA,NA,8,20,135,165,140,NA,NA,NA,NA,17,13,NA,NA,8,10,8,7,8,NA,NA,NA,NA,2,2,NA,NA,1,1,1,1,1,6.353466988,NA,NA,NA,NA,319,256,NA,NA,352,304,334,311,247,NA,NA,NA,NA,5,6,NA,NA,9,10,11,12,13,17.47264862,11.30383492,4.513164997,44.67805481,2.308834791,3.81198597,6.592411995,8.182682991,21.5580101,606.2858887,-1.728122354,-955.7395576,-274.989323,RufousTailedHawk,15
658,NA,0,NA,NA,0,0,NA,0,0,0,NA,0,0,NA,20,NA,NA,180,30,NA,3,5,8,NA,30,30,NA,14,NA,NA,14,16,NA,12,17,12,NA,19,16,NA,2,NA,NA,1,1,NA,2,1,1,NA,1,1,3.317465782,NA,7,NA,NA,364,331,NA,337,272,335,NA,288,325,NA,2,NA,NA,5,6,NA,8,9,10,NA,12,13,15.30871201,15.5870018,2.690098286,31.43311882,2.075722456,4.993876457,2.10812664,14.36575985,39.11806107,911.1962891,0.740887403,-940.7395576,-274.989323,RufousTailedHawk,15
663,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,80,NA,NA,NA,NA,NA,NA,190,NA,52,14,NA,NA,13,NA,NA,NA,NA,NA,NA,10,NA,10,10,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA,1,1,2.132273912,NA,NA,41,NA,NA,NA,NA,NA,NA,244,NA,282,15,NA,NA,3,NA,NA,NA,NA,NA,NA,10,NA,12,13,15.25662899,12.28844166,2.55402112,16.80807686,3.148626328,9.088198662,20.35072517,5.330820084,12.3161068,126.5393066,-0.12865679,-1060.739558,-289.989323,RufousTailedHawk,15
664,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,9,NA,5,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,7,NA,21,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2.488859177,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,40,NA,249,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,11,NA,13,14.90686512,11.58560181,2.198770523,22.50406837,4.215254784,6.043175697,15.47643757,23.65719223,24.63296509,300.0887756,0.08053308,-1045.739558,-289.989323,RufousTailedHawk,15
665,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,10,NA,NA,NA,NA,NA,NA,80,60,25,66,6,NA,17,NA,NA,NA,NA,NA,NA,16,15,22,10,13,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2.720690489,NA,35,NA,NA,NA,NA,NA,NA,36,321,297,290,330,NA,2,NA,NA,NA,NA,NA,NA,9,10,11,12,13,15.76773262,10.53131866,1.680169225,24.85837173,0.034880977,6.896531105,0.002239953,26.732481,36.18173981,261.233429,0.21988754,-1030.739558,-289.989323,RufousTailedHawk,15
666,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,60,30,NA,60,30,NA,79,5,16,18,15,30,NA,14,8,NA,19,15,NA,12,10,15,12,13,19,NA,2,2,NA,1,2,NA,1,1,1,1,1,1,3.04570508,NA,261,279,NA,35,277,NA,323,321,326,278,282,261,NA,2,3,NA,5,6,NA,8,9,10,11,12,13,16.59344292,8.871359825,4.78665638,27.62338638,0.155618429,4.478462696,0.356933266,16.04572487,27.71877289,147.8731689,-0.842651248,-1015.739558,-289.989323,RufousTailedHawk,15
667,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,95,10,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,17,19,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,3.65532136,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,290,306,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,12,13,15.64693737,9.699951172,2.080662489,46.78341293,1.112742662,7.457338333,7.567942619,12.32110214,21.16046333,355.1564026,3.733982086,-1000.739558,-289.989323,RufousTailedHawk,15
668,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,60,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,19,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,5.533867836,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,305,303,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,12,13,14.41309929,13.23696613,1.646137118,33.08917618,1.913130641,9.690693855,8.338171005,19.42821884,24.66392899,689.24646,5.872608185,-985.7395576,-289.989323,RufousTailedHawk,15
669,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,NA,240,NA,NA,10,NA,NA,17,60,26,35,15,NA,NA,11,NA,NA,15,NA,NA,9,10,9,15,12,NA,NA,3,NA,NA,2,NA,NA,4,2,1,1,2,4.81528616,NA,NA,315,NA,NA,17,NA,NA,301,59,303,337,10,NA,NA,3,NA,NA,6,NA,NA,9,10,11,12,13,15.86997604,11.7553997,2.678036928,37.29384995,2.628602743,6.828585625,11.94996548,11.27457333,23.69576454,576.9502563,-1.66441083,-970.7395576,-289.989323,RufousTailedHawk,15
670,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,30,NA,120,NA,10,32,5,20,46,45,60,NA,NA,20,NA,7,NA,10,7,14,11,12,12,15,NA,NA,1,NA,6,NA,1,1,1,2,1,1,1,3.843572378,NA,NA,48,NA,294,NA,260,338,302,324,256,282,281,NA,NA,3,NA,5,NA,7,8,9,10,11,12,13,17.72249794,12.10562325,6.899036407,36.98760986,4.645838737,2.838417292,3.089951992,7.28457737,21.65407372,506.4061279,0.038686763,-955.7395576,-289.989323,RufousTailedHawk,15
671,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,45,NA,NA,NA,NA,150,173,62,60,30,34,25,NA,15,NA,NA,NA,NA,8,11,15,9,10,7,12,NA,2,NA,NA,NA,NA,3,3,3,2,1,1,1,1.901496887,NA,261,NA,NA,NA,NA,257,287,247,352,354,304,358,NA,2,NA,NA,NA,NA,7,8,9,10,11,12,13,15.32091999,19.09566116,3.027902842,26.28220367,0.281250805,5.884554386,4.95033741,18.29880905,35.51623154,854.0206909,-3.426515102,-940.7395576,-289.989323,RufousTailedHawk,15
