site,occ.1,occ.2,occ.3,occ.4,occ.5,occ.6,occ.7,occ.8,occ.9,occ.10,occ.11,occ.12,occ.13,dur.1,dur.2,dur.3,dur.4,dur.5,dur.6,dur.7,dur.8,dur.9,dur.10,dur.11,dur.12,dur.13,time.1,time.2,time.3,time.4,time.5,time.6,time.7,time.8,time.9,time.10,time.11,time.12,time.13,nobs.1,nobs.2,nobs.3,nobs.4,nobs.5,nobs.6,nobs.7,nobs.8,nobs.9,nobs.10,nobs.11,nobs.12,nobs.13,distRoad,jday.1,jday.2,jday.3,jday.4,jday.5,jday.6,jday.7,jday.8,jday.9,jday.10,jday.11,jday.12,jday.13,year.1,year.2,year.3,year.4,year.5,year.6,year.7,year.8,year.9,year.10,year.11,year.12,year.13,precp,barren,crop,decBroad,mixed,evBroad,herb,shrub,elev,tpi,X,Y,species,resolution
790,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,120,45,30,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,22,13,19,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,1,2,NA,NA,4.369550705,NA,NA,NA,NA,NA,272,NA,NA,25,249,16,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,9,10,11,NA,NA,333.0206299,0.023935504,99.62425995,0.137417361,0.07226859,0,0.003180912,0.115414634,377.1933899,0.025634784,-360.7395576,-84.98932305,AustralPygmyOwl,25
791,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,26,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,2,2.139215231,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,NA,359,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,12,13,328.7872314,0.016485069,97.81231689,0,0.187897354,0,0.610105753,0.577958465,263.1751709,-0.005638241,-335.7395576,-84.98932305,AustralPygmyOwl,25
792,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,2.455169201,NA,NA,NA,NA,NA,NA,343,NA,NA,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,10,NA,NA,NA,315.6714172,0.033854,96.41835022,0.013087788,0.143412814,0,0.805100977,1.608945608,204.5109558,-0.001681271,-310.7395576,-84.98932305,AustralPygmyOwl,25
793,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3.877714872,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,306.0747681,0,98.84604645,0,0.06357649,0,0.21254535,0.661987424,171.700058,-0.008900148,-285.7395576,-84.98932305,AustralPygmyOwl,25
794,0,0,0,1,0,0,0,0,0,0,0,1,1,20,45,90,90,120,15,60,30,20,60,240,24,60,12,14,11,15,10,18,13,11,14,17,16,9,7,2,4,2,1,3,3,9,1,1,1,2,1,1,4.679945469,331,309,358,261,363,256,247,308,308,295,350,351,291,1,2,3,4,5,6,7,8,9,10,11,12,13,2.811016798,3.364503622,15.66917992,0.25482583,12.48763657,2.31994462,15.32401276,49.24079514,412.7123718,0.568310857,-1035.739558,-109.989323,AustralPygmyOwl,25
795,0,1,0,NA,0,NA,1,0,1,0,1,0,1,140,75,200,NA,138,NA,160,300,18,5,47,19,6,15,16,9,NA,11,NA,11,11,16,21,11,12,20,2,2,3,NA,2,NA,1,1,1,4,1,1,1,4.679945469,305,52,357,NA,263,NA,24,294,307,313,309,290,358,1,2,3,NA,5,NA,7,8,9,10,11,12,13,2.811016798,3.364503622,15.66917992,0.25482583,12.48763657,2.31994462,15.32401276,49.24079514,412.7123718,0.568310857,-1010.739558,-109.989323,AustralPygmyOwl,25
796,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,NA,50,NA,NA,NA,15,NA,NA,101,142,NA,240,NA,NA,12,NA,NA,NA,12,NA,NA,14,14,NA,18,NA,NA,3,NA,NA,NA,2,NA,NA,1,1,NA,3,6.445813179,NA,NA,252,NA,NA,NA,254,NA,NA,295,296,NA,304,NA,NA,3,NA,NA,NA,7,NA,NA,10,11,NA,13,7.224935532,7.202314377,5.095078468,0.006719931,12.20108128,0.521676719,3.426188946,70.65196991,1159.390625,0.445518017,-985.7395576,-109.989323,AustralPygmyOwl,25
797,0,NA,0,NA,NA,NA,0,0,0,0,0,1,0,120,NA,30,NA,NA,NA,100,15,119,44,20,10,2,8,NA,13,NA,NA,NA,10,10,12,12,17,21,17,1,NA,2,NA,NA,NA,1,1,1,2,1,1,1,3.352415085,313,NA,291,NA,NA,NA,269,330,321,266,286,2,257,1,NA,3,NA,NA,NA,7,8,9,10,11,12,13,10.9728117,11.11540699,13.15199566,0.069187693,8.604312897,0.055903718,3.168032408,59.66634369,1168.132935,0.418796957,-960.7395576,-109.989323,AustralPygmyOwl,25
798,0,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,180,NA,NA,NA,NA,NA,NA,92,24,240,60,77,34,8,NA,NA,NA,NA,NA,NA,8,12,10,16,9,12,2,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,8.70654583,261,NA,NA,NA,NA,NA,NA,44,48,261,285,304,281,1,NA,NA,NA,NA,NA,NA,8,9,10,11,12,13,13.61577702,53.88309479,1.326994777,0,5.874053478,0,2.775914669,35.90607071,2715.384033,2.106589317,-935.7395576,-109.989323,AustralPygmyOwl,25
800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5.024691105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,26.87640762,79.1244278,0.023780409,0,1.338902831,0,3.295102119,15.05862617,4126.551758,1.949704051,-885.7395576,-109.989323,AustralPygmyOwl,25
801,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,30,NA,15,NA,3,NA,NA,1,5,NA,NA,NA,NA,13,NA,10,NA,16,NA,NA,17,15,NA,NA,NA,NA,1,NA,2,NA,2,NA,NA,1,1,5.762042999,NA,NA,NA,NA,274,NA,336,NA,10,NA,NA,6,45,NA,NA,NA,NA,5,NA,7,NA,9,NA,NA,12,13,29.47964668,59.50738144,0,0,2.689460754,0.016748093,4.323001385,33.37726593,3272.571289,-1.010802865,-860.7395576,-109.989323,AustralPygmyOwl,25
802,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,12,NA,217,NA,17,NA,NA,NA,22,NA,NA,NA,NA,9,NA,7,NA,15,NA,NA,NA,7,NA,NA,NA,NA,1,NA,2,NA,2,NA,NA,NA,1,3.664645672,NA,NA,NA,NA,279,NA,285,NA,9,NA,NA,NA,46,NA,NA,NA,NA,5,NA,7,NA,9,NA,NA,NA,13,48.8506012,42.79847336,0.601759851,0,4.588213444,0.0269414,0.917631328,51.01977158,2520.449219,-2.08758378,-835.7395576,-109.989323,AustralPygmyOwl,25
803,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,30,24,60,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,10,19,18,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,4.908611774,NA,NA,NA,NA,NA,NA,NA,NA,259,NA,298,342,344,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,11,12,13,77.45615387,25.16207886,0.022443894,5.20130697623244e-06,7.09991169,0.179082289,0.116804615,67.12447357,2126.4021,0.749064684,-810.7395576,-109.989323,AustralPygmyOwl,25
804,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,0,NA,45,NA,NA,111,NA,NA,NA,NA,60,30,50,80,NA,14,NA,NA,5,NA,NA,NA,NA,10,9,10,12,NA,10,NA,NA,1,NA,NA,NA,NA,1,1,1,2,2.589213371,NA,303,NA,NA,278,NA,NA,NA,NA,292,313,286,350,NA,2,NA,NA,5,NA,NA,NA,NA,10,11,12,13,109.8899612,15.01128769,9.524159431,0.000528192,11.27123451,1.34791553,1.870787382,51.62422562,700.3675537,-0.481809467,-785.7395576,-109.989323,AustralPygmyOwl,25
805,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,NA,NA,240,NA,300,60,NA,NA,160,120,18,39,NA,NA,NA,8,NA,8,18,NA,NA,11,15,11,8,NA,NA,NA,7,NA,7,2,NA,NA,1,1,1,1,2.395122051,NA,NA,NA,292,NA,297,324,NA,NA,292,362,344,306,NA,NA,NA,4,NA,6,7,NA,NA,10,11,12,13,113.0846176,6.595939636,17.15503883,0.522501767,12.89334774,0.104490876,2.375313759,57.95436096,611.7927246,-0.004364925,-760.7395576,-109.989323,AustralPygmyOwl,25
812,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3,30,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7,12,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,4.695001125,NA,NA,NA,NA,NA,NA,NA,NA,279,NA,NA,28,26,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,12,13,251.9686584,11.85461712,3.731417418,0,14.19647598,0,12.26638222,57.95905685,1131.922485,0.186918497,-510.7395576,-109.989323,AustralPygmyOwl,25
814,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2.96490407,NA,NA,NA,NA,NA,NA,NA,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,318.8766785,0.020682897,96.46417236,0,0.189731628,0.132661059,1.524638891,1.629140615,632.8651733,-0.011985575,-435.7395576,-109.989323,AustralPygmyOwl,25
815,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,180,NA,NA,NA,5,NA,15,NA,45,NA,NA,NA,NA,18,NA,NA,NA,19,NA,8,NA,6,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,2,NA,2.96490407,NA,NA,NA,28,NA,NA,NA,328,NA,353,NA,278,NA,NA,NA,NA,4,NA,NA,NA,8,NA,10,NA,12,NA,318.8766785,0.020682897,96.46417236,0,0.189731628,0.132661059,1.524638891,1.629140615,632.8651733,-0.011985575,-410.7395576,-109.989323,AustralPygmyOwl,25
816,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,76,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,13,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,3.652935266,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,25,282,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,12,13,342.265686,0,97.31118011,0.119762287,0.045080844,0.256316721,0.301717937,1.769203186,486.4179688,-0.025498386,-385.7395576,-109.989323,AustralPygmyOwl,25
817,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,80,NA,60,56,NA,NA,60,NA,NA,NA,NA,NA,NA,17,NA,16,10,NA,NA,15,NA,NA,NA,NA,NA,NA,1,NA,2,1,NA,NA,2,3.900039911,NA,NA,NA,NA,NA,NA,289,NA,55,47,NA,NA,282,NA,NA,NA,NA,NA,NA,7,NA,9,10,NA,NA,13,348.1194153,0,98.88376617,0.014049318,0.019930789,0,0.013559345,0.490675271,338.9163208,-0.083302006,-360.7395576,-109.989323,AustralPygmyOwl,25
818,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,3.343830109,NA,NA,NA,NA,NA,NA,47,301,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,9,NA,NA,NA,NA,337.9951477,0,97.8143692,0,0.036893975,0,0.244382679,1.177367687,251.1095123,-0.003747522,-335.7395576,-109.989323,AustralPygmyOwl,25
820,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,120,NA,35,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,18,NA,18,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,1,NA,3.057872057,NA,NA,NA,NA,NA,NA,276,NA,287,NA,NA,247,NA,NA,NA,NA,NA,NA,NA,7,NA,9,NA,NA,12,NA,319.4292297,0.0289893,96.05464935,0,0.331465244,0,0.594066679,1.973598003,158.2562866,0.011744086,-285.7395576,-109.989323,AustralPygmyOwl,25
822,0,0,1,0,1,0,1,1,1,1,1,1,1,60,240,240,30,180,30,120,180,240,180,250,15,159,18,8,8,8,16,11,17,18,14,17,8,1,11,1,1,1,1,2,2,3,2,3,2,2,2,3,4.286903858,274,295,319,364,351,254,284,360,356,54,247,30,364,1,2,3,4,5,6,7,8,9,10,11,12,13,2.226135969,4.114278793,27.36221123,1.759535432,9.950801849,3.855278254,14.34707069,35.2964859,325.023468,0.666500747,-1035.739558,-134.989323,AustralPygmyOwl,25
823,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,90,NA,90,120,66,70,80,95,20,188,NA,NA,NA,9,NA,9,9,13,12,16,12,16,13,NA,NA,NA,1,NA,2,1,2,2,2,1,1,2,4.286903858,NA,NA,NA,4,NA,364,351,301,306,272,265,331,55,NA,NA,NA,4,NA,6,7,8,9,10,11,12,13,2.226135969,4.114278793,27.36221123,1.759535432,9.950801849,3.855278254,14.34707069,35.2964859,325.023468,0.666500747,-1010.739558,-134.989323,AustralPygmyOwl,25
824,NA,0,0,1,0,1,1,1,0,1,0,0,1,NA,180,60,240,180,240,210,240,1,300,3,9,57,NA,8,11,8,9,9,8,9,13,10,9,16,22,NA,4,3,4,10,2,2,2,1,3,1,1,2,3.516719818,NA,309,266,307,320,332,361,363,362,267,25,304,27,NA,2,3,4,5,6,7,8,9,10,11,12,13,4.668207169,4.474601746,26.64356613,1.121969938,7.844485283,1.921545386,10.75586128,45.24038315,688.6835938,-1.253171802,-985.7395576,-134.989323,AustralPygmyOwl,25
825,NA,NA,0,0,0,0,0,0,1,0,0,0,1,NA,NA,30,60,93,30,90,128,13,240,47,163,36,NA,NA,15,10,10,17,12,18,10,16,10,18,10,NA,NA,1,2,2,4,4,1,2,4,1,1,1,2.779638052,NA,NA,36,293,304,270,297,343,56,277,277,245,261,NA,NA,3,4,5,6,7,8,9,10,11,12,13,10.91808033,7.633772373,19.90777969,0.265872836,8.743881226,0.045577481,5.284167767,53.06228256,996.1030884,0.721788466,-960.7395576,-134.989323,AustralPygmyOwl,25
826,NA,0,NA,0,0,0,1,1,0,0,0,1,1,NA,100,NA,180,240,120,180,120,60,180,300,3,1,NA,11,NA,10,21,11,21,22,12,18,8,7,22,NA,1,NA,1,1,1,1,2,1,2,1,1,2,4.824298382,NA,355,NA,12,261,264,10,349,364,23,249,351,349,NA,2,NA,4,5,6,7,8,9,10,11,12,13,16.87355423,21.57017708,4.441833973,0.011903321,7.236022949,0.026894569,2.936148882,62.6078949,1865.099365,-1.074314475,-935.7395576,-134.989323,AustralPygmyOwl,25
827,NA,NA,0,0,0,0,0,0,0,0,1,1,0,NA,NA,100,30,60,240,6,46,10,50,150,169,5,NA,NA,10,10,10,8,8,9,14,13,21,0,12,NA,NA,1,1,1,3,3,1,2,1,2,5,2,5.276282787,NA,NA,357,285,281,361,364,339,264,317,327,351,270,NA,NA,3,4,5,6,7,8,9,10,11,12,13,16.95572472,67.0324707,0.053260196,0,1.374493837,0.027895546,0.692946672,29.12210846,3279.437744,-3.30450201,-910.7395576,-134.989323,AustralPygmyOwl,25
828,0,0,0,0,0,0,0,0,0,0,0,0,0,60,38,60,30,30,60,60,180,180,23,126,190,60,14,13,15,19,15,15,13,9,8,11,16,14,14,4,1,2,2,1,2,2,2,1,2,1,1,2,6.870782375,346,15,268,321,274,341,339,287,286,340,248,325,332,1,2,3,4,5,6,7,8,9,10,11,12,13,21.27027893,67.95311737,0.025296722,0,3.161552906,0,3.715682983,21.30416298,3683.183594,-0.314381033,-885.7395576,-134.989323,AustralPygmyOwl,25
830,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,120,NA,120,19,129,180,30,45,10,121,85,83,NA,17,NA,15,17,15,8,9,16,8,12,16,17,NA,1,NA,1,2,1,1,1,2,4,1,1,2,7.1170187,NA,302,NA,339,299,41,365,304,260,278,314,261,323,NA,2,NA,4,5,6,7,8,9,10,11,12,13,55.73735809,34.08408737,0.254659563,0.008357173,6.593826771,0.369253188,4.950867653,53.23928452,2905.335693,2.616780281,-835.7395576,-134.989323,AustralPygmyOwl,25
831,0,0,NA,0,0,0,0,0,0,0,0,0,0,300,60,NA,240,10,4,60,120,19,15,71,71,30,11,10,NA,14,8,18,11,17,19,8,10,10,10,1,10,NA,1,1,1,2,1,1,2,1,1,1,3.47701335,361,302,NA,340,279,41,342,315,365,340,314,266,305,1,2,NA,4,5,6,7,8,9,10,11,12,13,82.17178345,12.09153843,0.521203339,0.49188596,8.64184761,0.696696997,0.600999415,72.46672058,1654.199097,-0.534765482,-810.7395576,-134.989323,AustralPygmyOwl,25
832,0,0,0,0,0,0,0,0,0,0,0,0,0,60,90,30,120,55,60,120,120,49,40,4,24,45,11,9,8,9,16,8,9,10,8,11,19,17,10,2,1,1,2,1,1,1,1,2,2,1,1,1,1.817360163,345,251,366,244,278,248,308,336,276,292,291,313,261,1,2,3,4,5,6,7,8,9,10,11,12,13,107.9062119,10.31707001,11.26708794,1.998092771,13.93808556,1.297370434,3.309316874,25.1339283,789.0834351,-0.349601239,-785.7395576,-134.989323,AustralPygmyOwl,25
833,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,180,NA,NA,NA,NA,NA,240,270,120,160,230,62,41,7,NA,NA,NA,NA,NA,14,8,10,8,9,16,15,2,NA,NA,NA,NA,NA,2,1,2,1,1,1,1,2.026206017,290,NA,NA,NA,NA,NA,324,34,5,312,315,322,244,1,NA,NA,NA,NA,NA,7,8,9,10,11,12,13,106.1318436,5.686375618,17.13322449,1.030649424,15.85059643,0.146301225,2.290490389,47.9581337,648.486084,-0.031505961,-760.7395576,-134.989323,AustralPygmyOwl,25
839,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1.922716022,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,247.1645966,13.04575443,18.84460449,0,17.66009712,0,8.34484005,41.61180878,969.7709961,-0.122821756,-535.7395576,-134.989323,AustralPygmyOwl,25
840,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,60,NA,90,100,60,75,122,81,NA,NA,NA,NA,NA,19,NA,12,15,8,17,8,7,NA,NA,NA,NA,NA,2,NA,2,1,2,1,1,1,1.922716022,NA,NA,NA,NA,NA,11,NA,38,263,51,348,354,281,NA,NA,NA,NA,NA,6,NA,8,9,10,11,12,13,247.1645966,13.04575443,18.84460449,0,17.66009712,0,8.34484005,41.61180878,969.7709961,-0.122821756,-510.7395576,-134.989323,AustralPygmyOwl,25
841,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,180,NA,NA,35,NA,2,5,15,NA,NA,NA,NA,NA,6,NA,NA,16,NA,12,13,15,NA,NA,NA,NA,NA,1,NA,NA,3,NA,1,1,1,3.099424601,NA,NA,NA,NA,NA,11,NA,NA,18,NA,10,364,356,NA,NA,NA,NA,NA,6,NA,NA,9,NA,11,12,13,263.1208496,9.15268898,40.0727005,0,17.03742599,0,11.98852634,21.78751183,1032.31897,0.683550239,-485.7395576,-134.989323,AustralPygmyOwl,25
842,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,43,5,NA,300,45,NA,NA,NA,NA,NA,NA,NA,NA,9,11,NA,12,12,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,1,1,4.208240986,NA,NA,NA,NA,NA,NA,NA,NA,279,313,NA,290,247,NA,NA,NA,NA,NA,NA,NA,NA,9,10,NA,12,13,301.2240295,4.259522438,76.81531525,0.000792543,2.673870087,0,10.3622303,5.814451694,796.0377808,-0.108305529,-435.7395576,-134.989323,AustralPygmyOwl,25
843,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,50,60,48,120,25,8,62,NA,NA,NA,NA,NA,NA,6,15,17,16,18,20,15,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,1,6.619136333,NA,NA,NA,NA,NA,NA,331,6,337,291,249,25,253,NA,NA,NA,NA,NA,NA,7,8,9,10,11,12,13,328.362793,0.009661723,99.31483459,0,0.047078181,0,0.23459594,0.275530934,546.809021,-0.120051563,-410.7395576,-134.989323,AustralPygmyOwl,25
844,0,NA,NA,0,0,0,0,0,0,0,0,0,0,60,NA,NA,240,120,60,120,113,10,2,67,70,10,10,NA,NA,8,17,10,23,8,19,6,18,17,11,1,NA,NA,1,1,2,9,1,1,1,1,1,1,2.074193001,319,NA,NA,54,283,297,279,293,264,284,354,289,291,1,NA,NA,4,5,6,7,8,9,10,11,12,13,359.3273621,0.488551527,93.5643692,0,0.177989528,0,0.975287914,0.53851217,429.2792664,0.010156152,-385.7395576,-134.989323,AustralPygmyOwl,25
845,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,15,NA,65,61,3,3,166,NA,NA,NA,NA,NA,NA,16,NA,17,12,11,10,18,NA,NA,NA,NA,NA,NA,3,NA,1,1,1,2,1,3.364979744,NA,NA,NA,NA,NA,NA,312,NA,345,257,313,353,26,NA,NA,NA,NA,NA,NA,7,NA,9,10,11,12,13,359.6638794,0,98.9202652,0.125733271,0.052788336,0,0.048893686,0.679535508,328.245636,0.015145059,-360.7395576,-134.989323,AustralPygmyOwl,25
846,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,180,NA,NA,90,90,57,14,3,20,NA,NA,NA,NA,13,NA,NA,14,15,17,15,15,10,NA,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,NA,4.390833855,NA,NA,NA,253,NA,NA,47,301,279,40,355,330,NA,NA,NA,NA,4,NA,NA,7,8,9,10,11,12,NA,346.2766724,0,96.78669739,0.034807682,0.081002668,0.018805284,0.193835825,1.668012738,241.7351837,-0.024002336,-335.7395576,-134.989323,AustralPygmyOwl,25
847,NA,NA,NA,0,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,180,NA,NA,120,NA,7,35,NA,168,80,NA,NA,NA,16,NA,NA,16,NA,16,11,NA,6,18,NA,NA,NA,2,NA,NA,3,NA,1,4,NA,1,1,4.492918968,NA,NA,NA,28,NA,NA,276,NA,279,292,NA,259,281,NA,NA,NA,4,NA,NA,7,NA,9,10,NA,12,13,335.3194275,0.010182846,94.65396881,0,0.061937403,0.116518274,0.667414665,2.597708941,183.1969147,-0.013572477,-310.7395576,-134.989323,AustralPygmyOwl,25
848,0,NA,0,NA,NA,NA,0,0,0,NA,NA,0,0,30,NA,30,NA,NA,NA,30,15,2,NA,NA,12,36,8,NA,10,NA,NA,NA,17,10,6,NA,NA,11,8,2,NA,2,NA,NA,NA,3,3,2,NA,NA,1,3,3.024619102,361,NA,41,NA,NA,NA,276,345,346,NA,NA,297,244,1,NA,3,NA,NA,NA,7,8,9,NA,NA,12,13,330.5429688,0.014765144,95.28135681,0,0.078556351,0.013878594,0.849878311,1.913529754,144.6617279,-0.014087347,-285.7395576,-134.989323,AustralPygmyOwl,25
850,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,0,0,NA,NA,NA,13,NA,60,NA,60,288,NA,NA,38,51,NA,NA,NA,8,NA,18,NA,11,9,NA,NA,10,10,NA,NA,NA,1,NA,1,NA,1,4,NA,NA,2,1,2.07233429,NA,NA,NA,273,NA,53,NA,313,321,NA,NA,11,292,NA,NA,NA,4,NA,6,NA,8,9,NA,NA,12,13,3.706849337,4.121705055,13.40378952,1.4756217,7.774441242,9.664040565,11.63890076,21.45422363,202.647049,0.077423252,-1060.739558,-159.989323,AustralPygmyOwl,25
851,0,0,1,0,0,1,1,1,1,1,1,1,1,70,30,180,150,240,5,2,10,1,60,39,180,51,7,23,8,11,14,11,1,21,21,9,19,7,17,1,2,1,1,2,3,1,1,1,7,1,2,1,2.07233429,330,316,16,263,299,53,355,349,365,313,267,270,317,1,2,3,4,5,6,7,8,9,10,11,12,13,3.706849337,4.121705055,13.40378952,1.4756217,7.774441242,9.664040565,11.63890076,21.45422363,202.647049,0.077423252,-1035.739558,-159.989323,AustralPygmyOwl,25
852,0,0,0,0,0,0,0,0,1,1,1,1,1,120,3,250,150,60,31,60,10,140,300,270,1,130,10,14,9,15,15,10,11,10,10,19,10,0,17,1,2,4,1,1,1,1,1,1,2,2,1,2,2.725468874,313,49,33,59,15,42,253,310,325,264,291,364,271,1,2,3,4,5,6,7,8,9,10,11,12,13,3.752960205,4.872768879,24.60912514,0.870358586,7.812654972,3.692095757,21.96844482,30.64795113,320.3716736,-1.990188599,-1010.739558,-159.989323,AustralPygmyOwl,25
853,1,0,0,1,1,1,1,1,1,1,0,1,1,100,120,90,20,150,180,60,6,120,105,7,120,87,22,15,17,23,6,11,22,0,20,15,9,9,17,2,3,5,9,2,8,2,1,2,6,1,1,1,2.767370462,303,310,262,341,274,291,297,337,304,312,352,260,310,1,2,3,4,5,6,7,8,9,10,11,12,13,9.155859947,1.925245881,18.46172905,0.346280754,9.076919556,3.14023304,18.73594475,46.77095795,1008.989014,2.221659184,-985.7395576,-159.989323,AustralPygmyOwl,25
854,NA,1,0,0,NA,0,0,0,0,0,0,0,0,NA,160,45,40,NA,9,1,180,60,120,20,30,2,NA,17,19,18,NA,8,19,9,9,13,12,9,19,NA,2,1,2,NA,1,2,2,1,2,3,1,1,2.746313572,NA,266,23,306,NA,301,36,295,299,272,58,246,341,NA,2,3,4,NA,6,7,8,9,10,11,12,13,10.65572453,10.92630005,15.50759697,0.20645991,9.873951912,0.07736484,5.943387032,56.54709244,789.3713379,-1.947764277,-960.7395576,-159.989323,AustralPygmyOwl,25
