site,occ.1,occ.2,occ.3,occ.4,occ.5,occ.6,occ.7,occ.8,occ.9,occ.10,occ.11,occ.12,occ.13,dur.1,dur.2,dur.3,dur.4,dur.5,dur.6,dur.7,dur.8,dur.9,dur.10,dur.11,dur.12,dur.13,time.1,time.2,time.3,time.4,time.5,time.6,time.7,time.8,time.9,time.10,time.11,time.12,time.13,nobs.1,nobs.2,nobs.3,nobs.4,nobs.5,nobs.6,nobs.7,nobs.8,nobs.9,nobs.10,nobs.11,nobs.12,nobs.13,distRoad,jday.1,jday.2,jday.3,jday.4,jday.5,jday.6,jday.7,jday.8,jday.9,jday.10,jday.11,jday.12,jday.13,year.1,year.2,year.3,year.4,year.5,year.6,year.7,year.8,year.9,year.10,year.11,year.12,year.13,temp,precp,barren,crop,decBroad,mixed,herb,shrub,elev,tpi,tri,X,Y,species,resolution
330,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,180,5,85,44,49,NA,NA,NA,NA,NA,NA,NA,NA,16,11,9,17,16,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3.802007437,NA,NA,NA,NA,NA,NA,NA,NA,262,265,318,316,6,NA,NA,NA,NA,NA,NA,NA,NA,9,10,11,12,13,12.84915447,66.47275543,1.41724968,16.53151894,11.15298843,13.87389469,4.337711811,10.5119257,147.4713135,0.191218853,27.912817,-1103.239558,-657.489323,WhiteTroatedCaracara,20
331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3.802007437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,12.84915447,66.47275543,1.41724968,16.53151894,11.15298843,13.87389469,4.337711811,10.5119257,147.4713135,0.191218853,27.912817,-1083.239558,-657.489323,WhiteTroatedCaracara,20
332,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,10,60,NA,NA,NA,16,47,10,NA,NA,NA,NA,NA,10,15,NA,NA,NA,13,13,12,NA,NA,NA,NA,NA,1,3,NA,NA,NA,1,1,1,2.553715229,NA,NA,NA,NA,NA,333,296,NA,NA,NA,32,311,309,NA,NA,NA,NA,NA,6,7,NA,NA,NA,11,12,13,11.32933044,99.65093231,0.756441057,35.0067215,7.761131763,16.34838676,3.473933935,18.03400612,474.9842834,-0.149226367,25.13078117,-1023.239558,-657.489323,WhiteTroatedCaracara,20
333,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,40,60,NA,NA,NA,NA,NA,NA,38,53,120,11,NA,20,11,NA,NA,NA,NA,NA,NA,7,17,13,15,NA,4,10,NA,NA,NA,NA,NA,NA,1,1,2,2,4.663334846,NA,294,295,NA,NA,NA,NA,NA,NA,292,261,264,346,NA,2,3,NA,NA,NA,NA,NA,NA,10,11,12,13,9.188680649,110.3623276,1.779031992,12.06876945,2.940005541,27.04933548,2.702058792,16.44075966,971.3407593,-4.426263332,116.7864151,-1003.239558,-657.489323,WhiteTroatedCaracara,20
334,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,NA,180,300,NA,240,NA,30,NA,180,240,16,130,30,NA,17,9,NA,13,NA,11,NA,9,15,19,11,14,NA,2,10,NA,1,NA,3,NA,2,3,1,3,1,3.577027559,NA,293,294,NA,24,NA,296,NA,287,265,35,262,283,NA,2,3,NA,5,NA,7,NA,9,10,11,12,13,6.440706253,91.09568024,10.577425,5.923310757,2.607979298,18.7699337,10.35223866,14.4244318,1628.107056,1.313277125,153.8656921,-983.2395576,-657.489323,WhiteTroatedCaracara,20
335,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,60,150,NA,70,NA,NA,73,NA,NA,NA,NA,NA,NA,0,15,NA,15,NA,NA,12,NA,NA,NA,NA,NA,NA,3,4,NA,4,NA,NA,1,10.37443352,NA,NA,NA,NA,NA,NA,296,18,NA,11,NA,NA,7,NA,NA,NA,NA,NA,NA,7,8,NA,10,NA,NA,13,6.33243227,77.81331635,19.0944519,3.377048254,3.293223858,19.83576393,13.79486084,25.86566734,1748.385498,-1.972180843,118.9188156,-963.2395576,-657.489323,WhiteTroatedCaracara,20
336,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,180,NA,NA,NA,150,NA,70,NA,190,70,NA,NA,NA,8,NA,NA,NA,12,NA,15,NA,15,6,NA,NA,NA,3,NA,NA,NA,4,NA,2,NA,5,4,22.49817085,NA,NA,NA,12,NA,NA,NA,353,NA,19,NA,37,9,NA,NA,NA,4,NA,NA,NA,8,NA,10,NA,12,13,6.41702795,66.29234314,24.47712898,5.806838036,1.386788726,18.86234665,7.650862694,40.89679718,1822.948364,-1.394695282,106.4739609,-943.2395576,-657.489323,WhiteTroatedCaracara,20
337,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,2,NA,12,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,12,NA,20,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,1,17.14173317,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,37,NA,27,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,11,NA,13,9.677915573,58.87770844,5.837947845,3.698056936,0.43228969,11.68958282,0.733609319,77.55705261,1316.364014,-1.475157619,61.67181396,-923.2395576,-657.489323,WhiteTroatedCaracara,20
338,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,6.070457458,NA,NA,NA,NA,NA,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,10.10471058,45.8885498,8.671154976,3.046168089,0.0002563,12.94514942,1.702789068,73.63560486,1319.278198,-2.814132929,80.86711121,-903.2395576,-657.489323,WhiteTroatedCaracara,20
339,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,120,120,230,60,34,1,10,17,15,NA,NA,NA,NA,9,10,7,12,16,19,12,8,12,NA,NA,NA,NA,2,1,3,2,1,1,1,1,1,3.24111557,NA,NA,NA,NA,12,255,266,357,361,291,305,299,281,NA,NA,NA,NA,5,6,7,8,9,10,11,12,13,11.96634197,33.45572662,20.30957603,1.91377604,0.243562296,10.021245,0.187462851,66.01329803,1036.798462,-0.770206451,54.45558167,-883.2395576,-657.489323,WhiteTroatedCaracara,20
344,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,2.361359119,NA,NA,NA,NA,NA,NA,NA,NA,272,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,NA,NA,NA,12.30980492,100.3771362,0.945581019,5.469146729,6.208277702,28.41691399,1.987700105,2.617817402,136.8879089,0.362796545,25.61874771,-1183.239558,-677.489323,WhiteTroatedCaracara,20
345,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2.361359119,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,12.30980492,100.3771362,0.945581019,5.469146729,6.208277702,28.41691399,1.987700105,2.617817402,136.8879089,0.362796545,25.61874771,-1163.239558,-677.489323,WhiteTroatedCaracara,20
346,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,120,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,13,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,2.841225386,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,362,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,11,12,NA,11.49790001,94.24751282,0.398257405,1.737193584,2.880438328,20.66379356,1.093704581,8.879542351,306.8552856,-0.951322675,50.60006714,-1143.239558,-677.489323,WhiteTroatedCaracara,20
349,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,14,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,2.981190681,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,291,NA,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,NA,13,12.15975571,71.14351654,0.245667502,11.04545403,7.056463242,14.69111061,2.558720589,4.98737812,254.1721802,0.103598759,52.69772339,-1083.239558,-677.489323,WhiteTroatedCaracara,20
350,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2.300917625,NA,NA,NA,39,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,11.27273846,108.4585266,1.021245599,22.88268089,9.096940994,16.99019241,4.701153278,9.592858315,481.090332,0.697337508,29.9041996,-1023.239558,-677.489323,WhiteTroatedCaracara,20
351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3.439014673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,8.882112503,124.4644318,0.322013706,6.941963196,4.314709663,32.98423386,1.349812508,4.686508179,1040.255981,-1.446101308,132.019455,-1003.239558,-677.489323,WhiteTroatedCaracara,20
353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.467783451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,5.811854362,81.87494659,19.76865005,4.925607681,1.823633909,19.75952721,13.48554993,35.37530518,1826.304077,-0.758040667,126.2281342,-963.2395576,-677.489323,WhiteTroatedCaracara,20
354,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4,6.592141628,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,13,7.140621185,73.30528259,22.21525192,2.069617987,0.748852253,20.92285347,4.779549122,47.82171631,1677.55603,-0.20696032,109.1540604,-943.2395576,-677.489323,WhiteTroatedCaracara,20
355,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,8.352151871,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,13,8.115253448,61.30768204,15.64223385,2.836206913,0.841223001,20.31863022,1.013458967,59.03578949,1592.473267,1.669858694,62.98540497,-923.2395576,-677.489323,WhiteTroatedCaracara,20
356,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,75,90,120,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,16,16,16,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,3,1,NA,6.164500713,NA,NA,NA,NA,NA,NA,NA,2,NA,9,296,321,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,10,11,12,NA,8.431052208,49.72921753,8.884196281,3.169497967,0.119142264,14.68445015,2.474729061,70.53424835,1590.258301,1.020955682,82.50050354,-903.2395576,-677.489323,WhiteTroatedCaracara,20
361,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,4,38,NA,NA,48,39,NA,NA,NA,NA,NA,NA,NA,17,17,NA,NA,19,14,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,1,2.102343559,NA,NA,NA,NA,NA,NA,NA,20,272,NA,NA,304,15,NA,NA,NA,NA,NA,NA,NA,8,9,NA,NA,12,13,12.22807789,115.7911911,0.248178467,3.674521685,5.148763657,25.40530968,0.390241593,1.987150669,136.8676605,0.264114141,27.54928398,-1183.239558,-697.489323,WhiteTroatedCaracara,20
362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.102343559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12.22807789,115.7911911,0.248178467,3.674521685,5.148763657,25.40530968,0.390241593,1.987150669,136.8676605,0.264114141,27.54928398,-1163.239558,-697.489323,WhiteTroatedCaracara,20
363,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,40,NA,125,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,21,NA,15,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,6,NA,2,NA,NA,1,NA,2.164830685,NA,NA,NA,NA,NA,NA,364,NA,300,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,7,NA,9,NA,NA,12,NA,10.59411335,101.1688843,0.242204368,1.33280313,1.86515522,32.5105629,0.492954344,8.488367081,462.3052979,1.110837817,77.32665253,-1143.239558,-697.489323,WhiteTroatedCaracara,20
364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4.127048969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,8.61405468,86.69262695,0.048999608,2.498638868,4.557431698,32.677948,0.707149744,1.466213226,879.677002,0.031005111,68.76085663,-1123.239558,-697.489323,WhiteTroatedCaracara,20
366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.064172268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12.77381516,66.91972351,0.537121594,37.86871338,5.404504776,12.71439362,0.940280259,4.426365852,152.9726715,0.578488588,24.18372536,-1083.239558,-697.489323,WhiteTroatedCaracara,20
367,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,48,45,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,16,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,2,3.117583275,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,248,284,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,12,13,11.73032475,128.8161621,0.328369409,30.46801949,9.25376606,18.49276733,3.111481905,9.430514336,388.8551331,-1.065490603,30.1425457,-1023.239558,-697.489323,WhiteTroatedCaracara,20
368,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,50,120,30,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,9,17,8,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,9,1,3.716417074,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,292,244,283,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,11,12,13,9.312911987,139.5037689,0.678529799,14.10022163,6.219527245,27.08540344,5.501405239,8.866498947,943.1599121,0.326499939,141.396347,-1003.239558,-697.489323,WhiteTroatedCaracara,20
369,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,7,120,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,3.214258194,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,306,325,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,12,13,8.142109871,129.3701782,2.567840815,10.7895546,6.817911148,29.76629829,7.527406216,8.861186028,1247.003174,-0.516656578,158.7017975,-983.2395576,-697.489323,WhiteTroatedCaracara,20
370,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,240,NA,NA,NA,120,44,160,130,NA,NA,NA,NA,NA,11,NA,NA,NA,14,10,10,5,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,5,1,2.960796118,NA,NA,NA,NA,NA,52,NA,NA,NA,47,306,41,3,NA,NA,NA,NA,NA,6,NA,NA,NA,10,11,12,13,6.419219017,95.8374939,10.73225689,8.010007858,5.421210289,23.84353065,12.9688673,24.11264801,1669.880859,-1.590963244,148.4025726,-963.2395576,-697.489323,WhiteTroatedCaracara,20
371,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,60,NA,60,120,45,212,55,50,NA,NA,NA,NA,NA,10,NA,17,18,8,17,8,17,NA,NA,NA,NA,NA,2,NA,3,2,2,1,2,3,4.266313553,NA,NA,NA,NA,NA,46,NA,362,27,364,334,350,12,NA,NA,NA,NA,NA,6,NA,8,9,10,11,12,13,6.291708469,75.75773621,19.15730286,5.393440723,1.929555893,19.26101112,10.33031082,41.0638504,1805.605591,0.563459277,93.24871826,-943.2395576,-697.489323,WhiteTroatedCaracara,20
372,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,120,9,20,10,15,NA,NA,NA,NA,NA,NA,NA,NA,11,18,16,10,16,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,2,2.167101145,NA,NA,NA,NA,NA,NA,NA,NA,4,46,48,322,2,NA,NA,NA,NA,NA,NA,NA,NA,9,10,11,12,13,9.164926529,65.66020966,6.20993042,4.300181389,0.493404478,8.103596687,1.400431156,78.77018738,1362.551514,-2.228379726,41.47206879,-923.2395576,-697.489323,WhiteTroatedCaracara,20
379,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9.846176147,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,12.60499001,124.5172195,0.724124134,21.74085426,9.050559998,13.80056286,3.233752966,12.77440739,66.08081055,-0.143571123,13.546381,-1163.239558,-717.489323,WhiteTroatedCaracara,20
380,0,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,30,NA,NA,NA,NA,NA,60,24,40,NA,44,92,2,20,NA,NA,NA,NA,NA,14,9,13,NA,10,12,6,2,NA,NA,NA,NA,NA,8,1,2,NA,1,1,1,2.890308142,36,NA,NA,NA,NA,NA,350,365,267,NA,334,245,50,1,NA,NA,NA,NA,NA,7,8,9,NA,11,12,13,11.44044685,115.2837296,0.248690352,12.79262924,5.449909687,23.26568413,0.940154552,8.122372627,290.5051575,0.074079446,76.55069733,-1143.239558,-717.489323,WhiteTroatedCaracara,20
381,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,120,NA,NA,45,180,180,180,NA,300,300,186,7,95,11,NA,NA,7,6,17,15,NA,9,12,16,11,15,1,NA,NA,1,2,2,3,NA,3,3,1,1,1,5.342337132,37,NA,NA,319,32,9,284,NA,249,4,36,329,25,1,NA,NA,4,5,6,7,NA,9,10,11,12,13,8.543452263,95.21298981,0.255516529,4.245865345,1.972489476,29.50058937,1.578481674,3.225234032,867.4882813,0.279102951,76.739151,-1123.239558,-717.489323,WhiteTroatedCaracara,20
382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,4.021682262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,9.80815506,88.41682434,1.118596673,18.28786469,7.506529808,20.48300743,6.711402416,7.447939396,648.3526001,0.516287744,77.70516968,-1103.239558,-717.489323,WhiteTroatedCaracara,20
383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,61,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1.952836394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,259,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,13,12.55706501,72.7013855,1.256188512,33.84315109,7.075526714,15.46840191,2.911752939,9.863495827,134.6595612,-1.316366911,23.13954544,-1083.239558,-717.489323,WhiteTroatedCaracara,20
385,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,30,37,180,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,14,17,10,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,4.370380878,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,349,50,316,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,11,12,13,9.07487011,160.9088135,0.121300414,9.742827415,5.499464989,34.00314331,0.837898076,3.261334419,979.5838623,-0.548281968,132.0703888,-1003.239558,-717.489323,WhiteTroatedCaracara,20
386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4.541665554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,6.813079357,127.6533508,4.41860342,5.378315449,5.442734241,31.97875214,8.927143097,10.35845566,1494.66272,4.059585571,153.3742676,-983.2395576,-717.489323,WhiteTroatedCaracara,20
387,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,220,NA,60,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,4.96199131,324,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,36,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,12,NA,6.273180485,102.9292603,11.88428211,4.202172756,7.127140999,27.30065155,11.80040741,21.83512115,1686.807007,0.172593325,128.515152,-963.2395576,-717.489323,WhiteTroatedCaracara,20
388,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,70,30,NA,60,NA,NA,8,234,60,NA,NA,NA,NA,19,16,NA,17,NA,NA,16,9,11,NA,NA,NA,NA,2,2,NA,3,NA,NA,1,1,2,12.22223091,NA,NA,NA,NA,13,51,NA,363,NA,NA,50,251,345,NA,NA,NA,NA,5,6,NA,8,NA,NA,11,12,13,5.864948273,78.81044769,22.41590881,4.812579632,2.17435813,20.22529984,11.22684956,32.63301468,1850.415405,0.593594015,107.8748322,-943.2395576,-717.489323,WhiteTroatedCaracara,20
389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,44,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,19,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,8.555192947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,340,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,13,9.215112686,69.37142181,9.004159927,4.541808128,1.36925447,11.85141659,1.123385787,71.57885742,1328.080933,-0.137798682,28.37773323,-923.2395576,-717.489323,WhiteTroatedCaracara,20
390,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,90,113,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,15,13,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,2,NA,9.509792328,NA,NA,NA,NA,NA,NA,NA,NA,5,314,340,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,11,12,NA,9.834060669,53.01032257,2.968516588,3.498049021,0.143754527,10.00971699,0.395061284,82.74822235,1266.613281,-0.210631549,54.06612396,-903.2395576,-717.489323,WhiteTroatedCaracara,20
391,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA,NA,17.9740696,NA,NA,NA,NA,NA,NA,NA,NA,245,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,NA,NA,NA,10.03763103,40.23860931,8.526654243,0.480141819,0,11.79502487,0.048353568,79.15886688,1288.22168,0.02465108,52.81716156,-883.2395576,-717.489323,WhiteTroatedCaracara,20
